Filename,Run Count,Last Run Date
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2024년\S241150 NEXUSONE - D-WTR",3,134066994902646355
"\\Rnd2000-server\C0000_Project\CF000_프로젝트이력\2025 프로젝트 회의록\S250725",2,134066992334897496
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2019년\S194338 AUROS - D-WTR",1,134066292964949567
"X:\BD000_Soft_Control\BD705-구매의뢰서\2020년\S205224C AUROS D-WTR #71",1,134066292821607850
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2024년\S240684-5 KCTECH CMP STBa #52 EFEM",2,134066229371410440
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S240734-1 KCTECH CMP STBa #53 EFEM",1,134066227440451287
"C:\Users\Doyun\Documents\업무 관련\프로그램\SubnetSyncer\SSbackup\backup-251030(204055) DIT",1,134066186881908587
"C:\Users\Doyun\Documents\업무 관련\업무 관련 자료\Scale_factor Speed 계산식_KDY.xlsx",1,134063003012200460
"\\Rnd2000-server\C0000_Project\CF000_프로젝트이력\2025 프로젝트 회의록\S250793",6,134063002444335303
"C:\Users\Doyun\Desktop\S250793 MIT D_FLIP 펌웨어 셋업",2,134062995183720552
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250555 이노맥스 INNOMAX - D-Flip 직교",4,134062872981752468
"C:\AutoChecker\Inspec\Result\S250730 NEXTIN KROKY SCARA #1 2P EFEM",1,134062831591247000
"C:\Users\Doyun\Documents\업무 관련\프로그램\SubnetSyncer\SSbackup\backup-251030(111041) S250676 NNFC D_FLIP",1,134062669347654561
"\\Rnd2000-server\C0000_Project\CF000_프로젝트이력\2025 프로젝트 회의록\S250676",2,134062607941459230
"Y:\이동훈(구매)\발주서\발주서-2025\S250676",1,134062607816239617
"C:\Users\Doyun\Documents\제어기 관리\펌웨어\S250630 DIT D_FLIP 2P EFEM 펌웨어 셋업",1,134062282596348300
"\\Rnd2000-server\C0000_Project\CF000_프로젝트이력\2025 프로젝트 회의록\S250630",5,134062028669475805
"C:\Users\Doyun\Downloads\S250342 KCTECH K3000 OZ#20 WTR2",1,134061985776981849
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250342 KCTECH K3000 OZ#20\S250342 KCTECH - K3000 OZ #20 WTR2\S250342 KCTECH - K3000 OZ #20 WTR2",1,134061985545779622
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250396 LSE SIF #48",1,134061928978388024
"C:\Users\Doyun\Documents\업무 관련\프로그램\SubnetSyncer\SSbackup\backup-251016(101408) C1403006 LSE 수리건",2,134061884546495308
"C:\Users\Doyun\Documents\업무 관련\프로그램\SubnetSyncer\SSbackup\backup-251027(173923) S250676 NNFC D_FLIP",1,134061857007708071
"C:\Users\Doyun\Documents\업무 관련\프로그램\SubnetSyncer\SSbackup\backup-251016(101559) C1501008 LSE 수리건",1,134061763374479453
"C:\Users\Doyun\Documents\업무 관련\프로그램\SubnetSyncer\SSbackup\backup-251023(165740) S250730 NEXTIN KROKY SCARA 2P EFEM (중국)",1,134061759163706103
"C:\Users\Doyun\Downloads\S220244 AUROS OL100n WCP 1.1.63b_ETR 펌웨어 셋업",4,134061745151902333
"C:\Users\Doyun\Desktop\S250793 MIT D_FLIP 펌웨어 셋업\참고 백업\S250630 DIT D_FLIP 2P EFEM 펌웨어 셋업\펌웨어 S250630 DIT D_FLIP",1,134061735097938887
"\\Rnd2000-server\C0000_Project\CF000_프로젝트이력\2024 프로젝트 회의록\S241261",1,134061719847905705
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2024년\S241261 NEXTIN RF 2P EFEM SCARA",1,134061718883163830
"C:\Users\Doyun\Documents\카카오톡 받은 파일\NEXTIN 2port SCARA Version change note_20250917 (1).pptx",1,134061718666711987
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250487 CTS EFEM 2P INDEX",3,134061153688846727
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250487 CTS - 200mm 2P EFEM",1,134061150565437853
"C:\Users\Doyun\Documents\제어기 관리\펌웨어\S250538 KCTCH Sample 펌웨어 셋업\S250538-4 KCTECH STA WET ROBOT(C6420)",1,134060154800856020
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2024년\S240299 KCTECH VENTUS SEMI",12,134060136779547591
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250076 KCTECH Ventus P-pjt 속도 변경 TEST",5,134060133787137717
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2024년\S240228 KCTECH CMP(기타 모든 장비) #24 SCARA",4,134060132348873831
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250076 KCTECH VENTUS-P INDEX",8,134060132323033879
"C:\Users\Doyun\Documents\제어기 관리\펌웨어\S250294 SEMI_DARIN S_WTR EFEM_2P 펌웨어 셋업",1,134060081535823646
"C:\Users\Doyun\Documents\제어기 관리\backup\S240854 YEST - W가압 4P EFEM",1,134060078538115604
"C:\Users\Doyun\Documents\제어기 관리\backup\EFEM LOG - S240854 YEST",1,134060078496006083
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2024년\S240854 YEST - W가압",1,134060030907635986
"C:\Users\Doyun\Downloads\S250964(S250550) NEXTIN SCARA 혼용 EFEM_2P 개조건 펌웨어 셋업",1,134060030525452704
"C:\Users\Doyun\Desktop\S250630 DIT D_FLIP 2P EFEM 펌웨어 셋업\펌웨어 S250630 DIT D_FLIP",2,134060030491783339
"C:\Users\Doyun\Documents\제어기 관리\펌웨어\S250462 PEMTRON [S_WTR][Vaccum][Track] 신규건 펌웨어 셋업",2,134060028099381414
"C:\Users\Doyun\Documents\제어기 관리\펌웨어\펌웨어 셋업 S250569 WISFAC D_WTR [Track]",1,134060008540326371
"C:\Users\Doyun\Downloads\S250964(S250550) NEXTIN SCARA 혼용 EFEM_2P 개조건 펌웨어 셋업\펌웨어 셋업 S250964 NEXTIN Kroky SCARA 혼용 EFEM_2P",1,134060008106510760
"C:\Users\Doyun\Documents\제어기 관리\펌웨어",1,134060005748023834
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2021년\S210763 나노종합기술 - D-WTR (A6) (5-Axis)",2,134060003646145496
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2024년\S240636 MIT - D-WTR",1,134059996957197028
"C:\Users\Doyun\Desktop\DIT FLIP",1,134059992975111236
"\\Rnd2000-server\C0000_Project\CF000_프로젝트이력\2025 프로젝트 회의록\S250676-1",1,134059983962236956
"C:\Users\Doyun\Documents\업무 관련\프로그램\SubnetSyncer\SSbackup\backup-251024(122314) S250630 DIT D_FLIP",1,134059977479872148
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250730 NEXTIN KROKY SCARA #1 2P EFEM",1,134057541540306622
"C:\AutoChecker\Inspec\backupFile\HORIBA(ETAMAX)\S_ETR Mapping\G2.4K\projects\MergeCode\__init__RobotConfig__.gpl",1,134056860510843826
"C:\AutoChecker\Inspec\Result\S250730 NEXTIN KROKY SCARA #1 2P EFEM\backup-251022(185240) S250730 NEXTIN KROKY SCARA 2P EFEM (중국)\projects\MergeCode\__init__RobotConfig__.gpl",1,134056860451825954
"C:\Program Files (x86)\Precise Automation\Guidance Development Suite 4.0\GDE\AutoBackup\MergeCode\__init__RobotConfig__.gpl",1,134056860396628056
"C:\Users\Doyun\Documents\업무 관련\프로그램\SubnetSyncer\SSbackup\backup-251023(165708)\projects\MergeCode\__init__RobotConfig__.gpl",1,134056860312671370
"C:\Users\Doyun\Desktop\S250630 DIT D_FLIP 2P EFEM 펌웨어 셋업\펌웨어 S250630 DIT D_FLIP\projects\MergeCode\__init__RobotConfig__.gpl",1,134056860262125736
"C:\Users\Doyun\Documents\업무 관련\프로그램\SubnetSyncer\SSbackup\backup-251023(182853) S250630 DIT D_FLIP\projects\MergeCode\__init__RobotConfig__.gpl",1,134056860199501062
"\\Rnd2000-server\C0000_Project\CF000_프로젝트이력\2025 프로젝트 회의록\S250555",2,134056700999973759
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2024년\S240399 이노맥스 INNOMAX - D-WTR",1,134056700738560574
"C:\SVN\pa\trunk\doc\납품용 메뉴얼\테라 VP R3메뉴얼_v1.2.41\테라 VP R3메뉴얼_v1.2.41_PDF\Maintenance Manual(Wire)v1.2.40.pdf",1,134056699657526617
"C:\SVN\pa\trunk\doc\manual\manual",1,134056699042979593
"C:\SVN\pa\trunk\doc\manual",1,134056698734074292
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2024년\S240147 DIT - D-FLIP",1,134056684538546936
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250323 INNOMAX Process [D_WTR][EDGE][직교형] (G6K)",1,134056680018692931
"\\Rnd2000-server\C0000_Project\CF000_프로젝트이력\2025 프로젝트 회의록\S251094",1,134056573541804018
"\\Rnd2000-server\C0000_Project\CF000_프로젝트이력\2025 프로젝트 회의록\S251104",1,134056573504612566
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년",2,134056564977649967
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250550-4 NEXTIN SCARA EFEM #21 2P MIX",2,134056533705740507
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250716 lSE SC #35 EFEM\S250716 LSE SC #35 INDEX",1,134055681597047590
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250679 PEMTRON D_WTR\S250679 PEMTRON D_WTR #5 Vacuum",1,134055681028320805
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2022년\S220844 KCTECH - 3L Process Robot",2,134055680943336520
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2024년\S240299 KCTECH VENTUS #5\240299 VENTUS #5 INDEX",1,134055680205749597
"X:\BD000_Soft_Control\BD991_업무보고\주간업무보고\_2025년\42",1,134055679915037256
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2024년\S240299 KCTECH VENTUS SEMI\S240299 KCTECH - VENTUS-S TR",2,134055679340053540
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250734 KCTECH STBa SCARA #57",3,134055676411840905
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2024년\S240538 ZEUS - D-WTR (edge_flip, clamp)",1,134055675883023913
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S240734-1 KCTECH CMP EFEM STBa #53",1,134055675860671394
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250689 VISIONSEMICON D_WTR #1 EFEM",1,134055675792384377
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2024년\S240684-5 KCTECH CMP EFEM STBa #52",2,134055675760976794
"\\Rnd2000-server\C0000_Project\CF000_프로젝트이력\2024 프로젝트 회의록\S241184",1,134055674684887259
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2024년\S241184 KCTECH STBa",1,134055672406386084
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2022년\S220244 AUROS - OL 100n Plus D-ETR",3,134055666947055292
"C:\Users\Doyun\Documents\업무 관련\장비 프로그램 관리\GPL 버전 관리",1,134055102594754498
"X:\BD000_Soft_Control\BD600-프로젝트 자료\LOG\Inspec\backupFile\NEXUSONE",1,134055100499384781
"C:\Users\Doyun\Documents\업무 관련\프로그램\EFEMTest_v1.00.035",3,134055050959312975
"C:\SVN\pa\trunk\develop\08.통합 로봇 프로그램\개발 설명서.pdf",1,134055043134672343
"C:\Users\Doyun\Documents\업무 관련\매뉴얼 모음\표준 로봇 매뉴얼",2,134055041742535492
"C:\Users\Doyun\Documents\업무 관련\프로그램\SubnetSyncer\SSbackup\backup-251016(101039) C1412016 LSE 수리건",2,134055033680792247
"X:\BD000_Soft_Control\BD600-프로젝트 자료\LOG\Inspec\backupFile\HORIBA(ETAMAX)",3,134055008302473387
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250929 HORIBA(ETAMAX) S_ETR Mapping G2.4K",2,134055005156936604
"C:\Users\Doyun\Documents\업무 관련\장비 프로그램 관리\GPL 버전 관리\WCP 1.1.63_ETR",2,134055003985551064
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250362 ETAMAX - S-ETR",6,134055003470011468
"C:\Users\Doyun\Documents\업무 관련\프로그램\SubnetSyncer\SSbackup\backup-251016(112100) LSE P5A 에이징용",1,134054975163869113
"C:\Users\Doyun\Documents\업무 관련\프로그램\SubnetSyncer\SSbackup\backup-251010(111932) C1502022 LSE WTR2 수리건",1,134054970908789364
"C:\Users\Doyun\Documents\업무 관련\프로그램\SubnetSyncer\SSbackup\backup-251010(111932) C1502022 수리건",3,134054970705011193
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250543 ETAMAX S-ETR #1 (MAPPING)",4,134054958470003982
"C:\Users\Doyun\Documents\카카오톡 받은 파일\S220244 auros",4,134054953962480548
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2022년\S220244 AUROS - OL 100n Plus D-ETR\S220244 auros",1,134054949398807639
"C:\Program Files (x86)\Precise Automation\Guidance Development Suite 4.0\GDE\projects\AUROS_100N_ProDetect",1,134054949279644098
"\\Rnd2000-server\C0000_Project\CF000_프로젝트이력\2022 프로젝트 회의록\S220244",1,134054949122007253
"C:\Users\Doyun\Documents\카카오톡 받은 파일\PA 라이센스 건(구형)0217.xlsx",1,134054879044619915
"C:\Users\Doyun\Desktop\Brooks 라이센스 통합본.xlsx",1,134054878959648475
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2022년\S220578 ATI - D-WTR",1,134054874091799500
"\\Rnd2000-server\C0000_Project\CF000_프로젝트이력\2025 프로젝트 회의록\S250918",1,134054873056665872
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\C1411018 SSP D_WTR Z_axis3",1,134054834468452502
"\\Rnd2000-server\C0000_Project\CF000_프로젝트이력\2025 프로젝트 회의록\S250228",1,134054832327749582
"\\Rnd2000-server\C0000_Project\CF000_프로젝트이력\2024 프로젝트 회의록\S240228",1,134054832117142903
"X:\BD000_Soft_Control\BD800-교육\내부교육",1,134054828502037240
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2024년\S240177 ATI - S-FLIP(Mask handling Robot)",1,134054824061949597
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250562 ATI Mask Handling S-Flip",1,134054823808378746
"C:\Users\Doyun\Desktop\EFEMTest",1,134054795721786230
"C:\Users\Doyun\Desktop\S250149 NEXTIN KROKY-W #2 SCARA EFEM_3P",1,134054219047047780
"C:\AutoChecker\Inspec\Result\S250689 VISIONSEMICON EFEM  #1 D_WTR",1,134054219013581761
"Y:\박설미\02. 고객사\01. ZHICHENG\08. S250257 - 인산\05. 교육 일정\지청 교육\7일 - 표준 WTR 티칭",1,134054203260313945
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250394 LSE - SIF #41",1,134054177824693384
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250452 LSE - SIN #45",1,134054177663131866
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2024년\S241056 LSE SIF #36",2,134054177325091894
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250395 LSE - SIF #42 EFEM",2,134054176224466695
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250525 LSE - SI 78",1,134054168919463277
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250104 ETAMAX - S_ETR",2,134051661647169990
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250543 ETAMAX S-ETR #1",2,134051658397074423
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250416 ETAMAX - ETR(MAPPING)",4,134051653242782623
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250213 ETAMAX - ETR(MAPPING)",3,134051653164906986
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250611 ETAMAX S-ETR #1",1,134051650467133050
"\\Rnd2000-server\C0000_Project\CF000_프로젝트이력\2025 프로젝트 회의록\S250729",3,134051555515758876
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250149 NEXTIN KROKY-W SCARA EFEM_3P",1,134051549389356926
"Z:\AE000_품질경영\품질시스템 폴더\08. 공정 관리 (함경철, 이무연, 박동환)\8-3 System ( 매뉴얼 관리 )\제어\NEXUSONE\S250503 NEXUSONE D-WTR.pdf",1,134051415292642462
"\\Rnd2000-server\C0000_Project\CF000_프로젝트이력\2025 프로젝트 회의록\S250730",2,134051341916841600
"C:\Users\Doyun\AppData\Local\Programs\Microsoft VS Code\_\resources\app\extensions\git",1,134050575969906388
"C:\Users\Doyun\Desktop\S220244 AUROS OL100n WCP 1.1.63b_ETR 펌웨어 셋업",1,134050569720923936
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2024년\S240683 AUROS - D-ETR OL-100n M17",1,134049931546610925
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2023년\S230642 KCTECH - Ventus",2,134049890354518412
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2024년\S240594 KCTECH - VENTUS-2P",2,134049889883413664
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2024년\S240222 KCTECH - VENTUS",7,134049889482533767
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2024년\S240735-4 KCTECH Ventus 1.1.68a",4,134049888189947860
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250076 KCTECH - Ventus",6,134049888159511607
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2024년\S240299 KCTECH VENTUS #5",7,134049886318636345
"C:\AutoChecker\Inspec\Result\C1411018 SSP D_WTR Z_axis3",1,134048987572089982
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2014년\S141452 KCTECH - SSP 13~16호기",2,134048978156799618
"C:\Users\Doyun\Downloads\S152041 KCTECH - SSP #23",1,134048975779701590
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2015년\S152041 KCTECH - SSP #23",4,134048972425325706
"C:\SVN\setup\pa\old\ASTA_ELITE_Chamber_4.2J2",1,134048928340515113
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250689 VISIONSEMICON EFEM  #1 D_WTR",1,134048821351532055
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2016년\S162077 비전세미콘 - 2 Port EFEM (개선안)",1,134048192744038495
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2015년\S151826 비전세미콘 - 2 Port EFEM & Dual Blade Scara Robot",1,134048192724406078
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2016년\S162436 비전세미콘 - Plasma용 2 Port EFEM",1,134048192665418535
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2023년\S230835 비전세미콘 - D-WTR (Track)",3,134048160862100232
"C:\Users\Doyun\AppData\Roaming\Code",1,134048149037036643
"\\Rnd2000-server\C0000_Project\CF000_프로젝트이력\2025 프로젝트 회의록\S250689",2,134047900447902921
"\\Rnd2000-server\C0000_Project\CF000_프로젝트이력\2024 프로젝트 회의록\S240978",1,134047896341464113
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250080 KCTECH CMP STBa 교육용",1,134047894768095357
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250540 KCTECH CMP STBa #-P SCARA",2,134047894758059189
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2024년\S240684-3 KCTECH STBa #50 INDEX EFEM [S_WTR][Edge][Track]",1,134047891834533215
"X:\BD000_Soft_Control\BD999_인수인계자료\강준호\잡동사니2 (외부 다운로드 파일)\TERA부하진동자동입력 (2)\TERA부하,진동자동입력\진동\진동 자료\KOSTEK 진동\KOSTEK 진동\KOSTEK_20190528",1,134045537986442025
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2024년\S241035 KOSTEK - D-WTR",1,134045537760370401
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250525 LSE - SI 78\S250525 LSE SI #78 INDEX",2,134045494145412578
